source_id,city,area,layer,dimension,source_type,title,url,author_or_org,published_date,accessed_date,language,relevance,confidence,notes
S-LIS-066,lisbon,,community_feedback,vlog,video,Lisbon Vlogs Portugal YouTube playlist,https://www.youtube.com/playlist?list=PLubamaBf6GfmG92w4OOLevTfXagWx4CA0,YouTube,2025,2026-05-28,en,low,low,yt-playlist
S-LIS-067,lisbon,,life_operability,mobility,official,Lisbon Metro Using the Metro - Metropolitano de Lisboa,https://www.metrolisboa.pt/en/travel/using-the-metro/,Metropolitano de Lisboa,2026,2026-05-28,en,high,high,metro-official
S-LIS-068,lisbon,,life_operability,mobility,official,Carris Reduced Mobility,https://www.carris.pt/en/travel/reduced-mobility/,Carris,2026,2026-05-28,en,high,high,carris-mobility
S-LIS-069,lisbon,,life_operability,mobility,blog,Getting Around Lisbon with Kids - Taxi Bambino,https://www.taxibambino.com/single-post/getting-around-lisbon-with-kids-a-family-friendly-guide-to-metro-and-bus-travel-in-the-city-center,Taxi Bambino,2025,2026-05-28,en,medium,medium,kids-transport
S-LIS-070,lisbon,,life_operability,mobility,blog,Car Seat Laws in Portugal - Lets go baby,https://www.letsgobaby.pt/blogs/visit-portugal-with-kids/car-seat-laws-portugal,Lets Go Baby,2025,2026-05-28,en,medium,medium,carseat-law
S-LIS-071,lisbon,,life_operability,mobility,blog,Portugal Car Seat Laws 2026 - Passports and Detours,https://passportsdetours.com/blog/the-complete-guide-to-car-seats-in-portugal-laws-rentals-taxis-amp-what-parents-actually-need-to-know,Passports & Detours,2026,2026-05-28,en,medium,medium,carseat-2026
S-LIS-072,lisbon,,life_operability,mobility,blog,Lisbon to Cascais by train 2026,https://www.cascais-portugal.com/Guides/lisbon-to-cascais.html,Cascais Portugal,2026,2026-05-28,en,medium,medium,cascais-train
S-LIS-073,lisbon,,life_operability,grocery,blog,Supermarkets in Portugal Continente Pingo Doce Lidl - Portugalist,https://www.portugalist.com/portugal-supermarkets/,Portugalist,2025,2026-05-28,en,medium,medium,supermarkets
S-LIS-074,lisbon,,life_operability,grocery,blog,Complete Guide to Lisbon Supermarkets - Pina Travels,https://pinatravels.org/lisbon-supermarkets/,Pina Travels,2024,2026-05-28,en,medium,medium,supermarkets-guide
S-LIS-075,lisbon,,community_feedback,blog,blog,Worldschooling in Europe - Heritage Mom,https://heritagemom.com/worldschooling-in-europe/,Heritage Mom,2024,2026-05-28,en,medium,low,worldschool-blog
S-LIS-076,lisbon,,community_feedback,blog,blog,Lisbon with Kids Honest Family Guide 2026 - The Plane Book,https://theplanebook.com/lisbon-with-kids/,The Plane Book,2026,2026-05-28,en,medium,medium,family-guide
S-LIS-077,lisbon,,community_feedback,review,review,Tram 28 pickpocket review - The Lisbon Connection,https://www.thelisbonconnection.com/safety-in-lisbon-watch-out-for-pickpockets-especially-trams-28-15-to-belem/,The Lisbon Connection,2024,2026-05-28,en,medium,low,tram28-pickpocket
S-LIS-078,lisbon,,community_feedback,review,review,Tram 28 safe to travel with kids - Fodors Travel Forum,https://www.fodors.com/community/europe/tram-28-safe-to-travel-with-kids-1011808/,Fodors,2023,2026-05-28,en,low,low,fodors-tram
S-LIS-079,lisbon,,community_feedback,review,review,Choosing a Lisbon rental apartment - Fodors Travel Forum,https://www.fodors.com/community/europe/choosing-a-lisbon-rental-apartment-advice-recommendations-1004310/,Fodors,2023,2026-05-28,en,low,low,rental-fodors
S-LIS-080,lisbon,,community_feedback,review,review,Lisbon Serviced Apartments elevator issue review - Tripadvisor,https://www.tripadvisor.com/ShowUserReviews-g3874225-d13391166-r962586635-Lisbon_Serviced_Apartments_Avenida-Lisbon_District_Central_Portugal.html,Tripadvisor,2024,2026-05-28,en,low,low,elevator-review
S-LIS-081,lisbon,,life_operability,housing,blog,How to Stay Warm in Portuguese Houses During Winter - Portugalist,https://www.portugalist.com/portuguese-houses-winter/,Portugalist,2025,2026-05-28,en,medium,medium,winter-houses
S-LIS-082,lisbon,,community_feedback,blog,blog,Best Family-friendly Neighborhoods - Blast Advisors,https://www.blastadvisors.pt/en/detail/guide-family-lisbon-living-in-lisbon-real-estate/88364,Blast Advisors,2025,2026-05-28,en,medium,low,family-neighborhoods-blast
S-LIS-083,lisbon,,life_operability,child_activity,blog,Lisbon for Kids - Little Lisbon Workshops Experiences,https://www.lisbonforkids.com/workshops-experiences,Little Lisbon,2025,2026-05-28,en,medium,medium,workshops
S-LIS-084,lisbon,,life_operability,child_activity,blog,Best Winter Indoor Activities for Kids in Lisbon and Cascais - Kid Friendly Portugal,https://www.kidfriendlyportugal.com/blog/top-10-kid-friendly-indoor-activities-in-lisbon-and-cascais,Kid Friendly Portugal,2025,2026-05-28,en,medium,medium,winter-indoor
S-LIS-085,lisbon,,life_operability,grocery,blog,Lisbon supermarkets where locals actually shop,https://lisboavibes.com/supermarkets-in-lisbon/,Lisboa Vibes,2024,2026-05-28,en,low,low,locals-shop
S-CMI-001,chiang_mai,all,hard_constraints,visa,official,Signing Ceremony Thailand China Mutual Visa Exemption,https://mfa.go.th/en/content/thcn280124?cate=5d5bcb4e15e39c306000683e,Thai Ministry of Foreign Affairs,2024-01-28,2026-05-28,en,high,high,Official text 30-day visa exemption effective 2024-03-01
S-CMI-002,chiang_mai,all,hard_constraints,visa,wiki,Visa policy of Thailand,https://en.wikipedia.org/wiki/Visa_policy_of_Thailand,Wikipedia,2026-05,2026-05-28,en,high,med,Notes 2026-05-19 cabinet decision to cancel 60-day visa-free
S-CMI-003,chiang_mai,all,hard_constraints,visa,blog,DTV Visa Thailand Complete Guide,https://www.expatden.com/thailand/destination-thailand-visa-dtv/,ExpatDen,2026,2026-05-28,en,high,med,DTV 5y multi-entry; 500k THB; dependents
S-CMI-004,chiang_mai,all,hard_constraints,visa,commercial,DTV Requirements for Applying in China,https://dtv.in.th/country/china,DTV.in.th,2026,2026-05-28,en,high,med,Chinese must apply from country of employment
S-CMI-005,chiang_mai,all,hard_constraints,visa,blog,DTV Visa How to Apply outside home country,https://petchnumnoi.com/blog/how-to-apply-dtv-visa-outside-home-country/,Petchnumnoi,2025,2026-05-28,en,med,med,Vientiane Singapore HK accept third-country
S-CMI-006,chiang_mai,all,hard_constraints,visa,official,Royal Thai Embassy Ottawa Visa,https://ottawa.thaiembassy.org/en/content-category/obtaining-a-visa-in-canada,Royal Thai Embassy Ottawa,2026,2026-05-28,en,med,low,Lacks specifics for third-country nationals
S-CMI-007,chiang_mai,all,hard_constraints,safety,official,Canada Travel Advice Thailand,https://travel.gc.ca/destinations/thailand,Global Affairs Canada,2026,2026-05-28,en,high,high,High degree of caution; pollution and dengue warnings
S-CMI-008,chiang_mai,all,hard_constraints,air,industry,IQAir Newsroom Chiang Mai burning season,https://www.iqair.com/newsroom/chiang-mai-ranks-among-the-top-10-most-polluted-cities-during-thailand-s-burning-season-3-4-2026,IQAir,2026-03-04,2026-05-28,en,high,high,2024 annual avg 26.4 µg/m³ = 5.2x WHO
S-CMI-009,chiang_mai,all,hard_constraints,air,news,Chiang Mai Air Crisis 2026 record PM2.5,https://openthemagazine.com/world/chiang-mai-chokes-inside-thailands-worst-air-crisis-of-2026,Open Magazine,2026,2026-05-28,en,high,med,Mar 30 2026 AQI 233 PM2.5 188 - global #1
S-CMI-010,chiang_mai,all,hard_constraints,air,local,Chiang Mai Burning Season 2026 essential guide,https://cnxlocal.com/chiang-mai-burning-season-essential-guide-travel-safety-tips-from-a-local/,CNX Local,2026,2026-05-28,en,high,med,Feb-Apr peak; AQI 300-700+; Songkran clears
S-CMI-011,chiang_mai,all,hard_constraints,climate,reference,Chiang Mai climate by month,https://www.climatestotravel.com/climate/thailand/chiang-mai,Climates to Travel,2025,2026-05-28,en,high,high,Jan 30/15C; Apr 36.7C; Oct 120mm rain
S-CMI-012,chiang_mai,all,hard_constraints,health,news,Dengue Fever Thailand 2026,https://www.chiangraitimes.com/health/dengue-fever-in-thailand-2026/,Chiang Rai Times,2026,2026-05-28,en,high,med,Dengue rises in monsoon
S-CMI-013,chiang_mai,all,hard_constraints,health,blog,Dengue Hemorrhagic Fever in Children,https://www.chiangmaikids.com/blog/dengue-hemorrhagic-fever-in-children/,BKK Kids,2024,2026-05-28,en,high,med,Children high-risk; high fever 5-6 days
S-CMI-014,chiang_mai,all,hard_constraints,health,blog,Infectious diseases in Thailand,https://www.chiangmaidoctor.com/infectious-disease-in-thailand,Dr Artima Clinic,2025,2026-05-28,en,med,med,Qdenga TAK-003 vaccine age 4-60
S-CMI-015,chiang_mai,all,healthcare,pediatric,official,Bangkok Hospital Chiang Mai Emergency Trauma,https://www.bangkokhospital.com/en/chiangmai/center-clinic/trauma/emergency-trauma-center-bcm/overview,Bangkok Hospital CM,2026,2026-05-28,en,high,high,24/7 trauma; Mobile ICU; helicopter; +66 052 089 888
S-CMI-016,chiang_mai,all,healthcare,pediatric,official,Bangkok Hospital CM Pediatric Emergency Care,https://www.bangkokhospital-chiangmai.com/en/center/emergency-trauma-center/pediatric-emergency-care/,Bangkok Hospital CM,2026,2026-05-28,en,high,high,Pediatric ER; 24 languages 24/7
S-CMI-017,chiang_mai,all,healthcare,pediatric,blog,Best Hospitals in Chiang Mai 2025,https://www.expatden.com/thailand/hospitals-in-chiang-mai/,ExpatDen,2025,2026-05-28,en,high,med,Ranks Ram Bangkok Sriphat Lanna; cost comparison
S-CMI-018,chiang_mai,all,healthcare,pediatric,review,Chiangmai Ram Hospital reviews,https://clinicsoncall.com/en/clinic/chiangmai-ram-hospital/,Clinics on Call,2025,2026-05-28,en,med,med,JCI; pediatric subspecialties
S-CMI-019,chiang_mai,all,healthcare,pediatric,review,Chiangmai Ram SafetyWing nomad care,https://safetywing.com/nomad-care-map/thailand/chiang-mai_chiang-mai/chiangmai-ram-hospital,SafetyWing,2025,2026-05-28,en,med,med,Nomad reviews
S-CMI-020,chiang_mai,all,housing,rental,aggregator,Monthly Accommodation Rentals Chiang Mai,https://www.monthlychiangmai.com/,MonthlyChiangMai,2025,2026-05-28,en,med,med,6 listings 4-18k THB
S-CMI-021,chiang_mai,nimman,housing,rental,aggregator,D VIENG Santitham,https://www.thailand-property.com/properties-for-rent/d-vieng-santitham_p13485,Thailand-Property,2025,2026-05-28,en,med,med,Studio 12k 1BR 15k 2BR 22k THB
S-CMI-022,chiang_mai,all,housing,rental,blog,Renting in Chiang Mai Complete Guide,https://www.expatden.com/thailand/renting-in-chiangmai/,ExpatDen,2025,2026-05-28,en,high,med,Houses 10-50k+; Hang Dong up to 30k
S-CMI-023,chiang_mai,all,housing,neighborhoods,local,Best Neighborhoods Chiang Mai Expat Families,https://cnxlocal.com/best-neighborhoods-chiang-mai-expat-families/,CNX Local,2025,2026-05-28,en,high,high,Nimman/Hang Dong/San Sai/Mae Rim/Wat Ket comparison
S-CMI-024,chiang_mai,hang_dong_sansai,housing,neighborhoods,blog,Sansai vs Hang Dong Families,https://www.chiangmai-properties.com/blog-posts/sansai-vs-hang-dong-expat-families-chiang-mai-2026,Chiang Mai Properties,2026,2026-05-28,en,high,med,Hang Dong rent 35-80k; San Sai 55-90k budget
S-CMI-025,chiang_mai,nimman,housing,rental,listing,FazWaz condos near One Nimman,https://www.fazwaz.com/condo-for-rent/thailand/chiang-mai/mueang-chiang-mai/suthep/near-one-nimman,FazWaz,2025,2026-05-28,en,med,med,Median rent USD 557
S-CMI-026,chiang_mai,all,child_activity,indoor,local,Chiang Mai air-purified playgrounds cafes,https://cnxlocal.com/chiang-mai-air-purified-playgrounds-cafes/,CNX Local,2025,2026-05-28,en,high,high,Reyn.ne Wooden Ville Kids Kingdom Little Soul LOL
S-CMI-027,chiang_mai,all,child_activity,indoor,blog,Best Soft Play Centers in Chiang Mai,https://www.chiangmaikids.com/blog/best-soft-play-centers-in-chiang-mai/,BKK Kids,2025,2026-05-28,en,high,med,6 venues Block&Play FunCity Kiddy Land Kinder Little Soul ZIGI
S-CMI-028,chiang_mai,mae_rim,child_activity,nature,review,Queen Sirikit Botanic Garden,https://www.tripadvisor.com/Attraction_Review-g1766192-d548427-Reviews-Queen_Sirikit_Botanic_Garden-Mae_Rim.html,TripAdvisor,2025,2026-05-28,en,med,med,Kid-friendly trails; stairs limit stroller
